"created_at","retweet_count","is_quote","reply_to_screen_name","source","favourites_count","followers_count","friends_count","listed_count","statuses_count","verified","popular"
2018-05-28 09:25:39,0,FALSE,"wH1teBack","Twitter for Android",1462,36,91,2,2160,FALSE,FALSE
2018-05-28 10:29:39,0,FALSE,"Kode_7","Twitter Web Client",316,11,74,0,408,FALSE,FALSE
2018-05-28 09:00:13,0,FALSE,,"SocialGest",806,2106,2047,44,7557,FALSE,FALSE
2018-05-28 09:17:39,18,FALSE,,"Twitter for Android",9171,4917,191,8,8353,FALSE,TRUE
2018-05-28 09:06:05,0,FALSE,,"Google",1189,304,208,1,6314,FALSE,FALSE
2018-05-28 09:44:51,0,FALSE,,"Google",273,56,34,0,209,FALSE,FALSE
2018-05-28 11:11:32,0,FALSE,,"Twitter Web Client",177,13136,406,73,56975,FALSE,FALSE
2018-05-28 11:08:52,2,FALSE,,"Twitter for iPhone",5893,1081,142,8,6518,FALSE,TRUE
2018-05-28 11:21:15,0,FALSE,"LaTitinomas","Twitter for Android",35,31,69,0,434,FALSE,FALSE
2018-05-28 10:15:21,0,FALSE,"DjMaRiiO_90","Twitter for Android",2,1,63,0,3,FALSE,FALSE
2018-05-28 10:16:36,0,FALSE,"realmadrid","Twitter for Android",280,108,1278,0,623,FALSE,FALSE
2018-05-28 10:46:56,0,FALSE,,"TweetDeck",51,120900,996,287,25732,TRUE,FALSE
2018-05-28 10:27:12,0,FALSE,,"Twitter Web Client",685,314,639,8,1415,FALSE,FALSE
2018-05-28 09:54:51,0,FALSE,"gmmartinelli","Twitter for Android",6655,416,803,3,3198,FALSE,FALSE
2018-05-28 11:00:12,0,FALSE,,"Google",21,5,11,0,462,FALSE,FALSE
2018-05-28 11:11:20,3,FALSE,,"Twitter for iPhone",3078,6003,311,6,6589,FALSE,TRUE
2018-05-28 11:16:00,4,FALSE,,"TweetDeck",948,3560376,1068,4849,256076,TRUE,TRUE
2018-05-28 11:12:43,0,FALSE,"TheLastSaiyan07","Twitter for Android",1003,194,455,1,3219,FALSE,FALSE
2018-05-28 10:43:37,0,FALSE,"MoSalah","Twitter for Android",120,430,1422,0,1727,FALSE,FALSE
2018-05-28 11:28:27,0,FALSE,,"Twitter for Android",19,1627,1989,3,46078,FALSE,FALSE
2018-05-28 11:16:02,0,FALSE,"mundodeportivo","Twitter for Android",192,35,194,0,471,FALSE,FALSE
