"created_at","retweet_count","is_quote","reply_to_screen_name","source","favourites_count","followers_count","friends_count","listed_count","statuses_count","verified","popular"
2018-05-28 10:22:50,0,FALSE,,"Google",8209,1251,253,8,31608,FALSE,FALSE
2018-05-28 11:00:07,0,FALSE,,"Twitter Web Client",334,56,297,0,283,FALSE,FALSE
2018-05-28 10:13:04,0,FALSE,,"Google",4,12,60,0,1497,FALSE,FALSE
2018-05-28 10:46:29,0,FALSE,"BroOther_TV","Twitter for Android",438,253,418,3,1636,FALSE,FALSE
2018-05-28 11:30:31,0,FALSE,"Alexcadiz82","Twitter for Android",46263,435,789,5,24296,FALSE,FALSE
2018-05-28 11:19:01,0,FALSE,"DjMaRiiO_90","Twitter for Android",6749,128,818,11,21905,FALSE,FALSE
2018-05-28 10:34:56,0,TRUE,,"Twitter for iPhone",4160,189,380,11,14283,FALSE,FALSE
2018-05-28 09:52:25,0,FALSE,,"Twitter Web Client",1379,4080,677,20,5697,FALSE,FALSE
2018-05-28 10:42:47,0,FALSE,"NachoRgz","Twitter for Android",1141,7,47,0,1599,FALSE,FALSE
2018-05-28 09:26:07,2,FALSE,,"Twitter Web Client",12476,80351,536,622,37957,TRUE,TRUE
2018-05-28 10:32:24,0,FALSE,,"Twitter for Android",46562,201,718,1,699,FALSE,FALSE
2018-05-28 09:04:05,0,FALSE,,"Facebook",16,96,209,2,27456,FALSE,FALSE
